party_name,region,declaration_year,tax_year,valid_choices,is_suppressed
Partito Democratico,Valle d'Aosta,2021,2020,839,0
Partito Socialista Italiano,Valle d'Aosta,2021,2020,16,0
Piu' Europa,Valle d'Aosta,2021,2020,82,0
Possibile,Valle d'Aosta,2021,2020,33,0
Radicali Italiani,Valle d'Aosta,2021,2020,54,0
Sinistra Italiana,Valle d'Aosta,2021,2020,51,0
Stella Alpina,Valle d'Aosta,2021,2020,145,0
Sudtiroler Volkspartei,Valle d'Aosta,2021,2020,18,0
Union Valdotaine,Valle d'Aosta,2021,2020,1161,0
UDC - Unione di centro,Valle d'Aosta,2021,2020,,1
Unione per il Trentino,Valle d'Aosta,2021,2020,,1
Unione Sudamericana Emigrati Italiani,Valle d'Aosta,2021,2020,34,0
Alternativa Popolare,Lombardia,2021,2020,801,0
Articolo 1 - Movimento Democratico e Progressista,Lombardia,2021,2020,9691,0
Azione,Lombardia,2021,2020,9602,0
Cambiamo!,Lombardia,2021,2020,800,0
Centro Democratico,Lombardia,2021,2020,1547,0
Democrazia Solidale - Demo.S,Lombardia,2021,2020,304,0
Federazione dei Verdi,Lombardia,2021,2020,12375,0
Fratelli d'Italia - Alleanza Nazionale,Lombardia,2021,2020,43626,0
IDEA - Identita' e Azione - popolo e liberta',Lombardia,2021,2020,270,0
Italia dei Valori,Lombardia,2021,2020,928,0
Italia Viva,Lombardia,2021,2020,9923,0
Lega Nord per l'Indipendenza della Padania,Lombardia,2021,2020,15802,0
Lega per Salvini Premier,Lombardia,2021,2020,58055,0
Movimento Associativo Italiani all'Estero - MAIE,Lombardia,2021,2020,996,0
Movimento La Puglia in Piu',Lombardia,2021,2020,1160,0
Movimento politico Forza Italia,Lombardia,2021,2020,8228,0
Noi con L'Italia,Lombardia,2021,2020,1193,0
Partito della Rifondazione Comunista - Sinistra Europea,Lombardia,2021,2020,11441,0
Partito Democratico,Lombardia,2021,2020,101269,0
Partito Socialista Italiano,Lombardia,2021,2020,2264,0
Piu' Europa,Lombardia,2021,2020,8306,0
Possibile,Lombardia,2021,2020,4361,0
Radicali Italiani,Lombardia,2021,2020,4602,0
Sinistra Italiana,Lombardia,2021,2020,8343,0
Stella Alpina,Lombardia,2021,2020,849,0
Sudtiroler Volkspartei,Lombardia,2021,2020,1178,0
Union Valdotaine,Lombardia,2021,2020,379,0
UDC - Unione di centro,Lombardia,2021,2020,458,0
Unione per il Trentino,Lombardia,2021,2020,983,0
Unione Sudamericana Emigrati Italiani,Lombardia,2021,2020,2922,0
Alternativa Popolare,Liguria,2021,2020,96,0
Articolo 1 - Movimento Democratico e Progressista,Liguria,2021,2020,1629,0
Azione,Liguria,2021,2020,817,0
Cambiamo!,Liguria,2021,2020,641,0
Centro Democratico,Liguria,2021,2020,179,0
Democrazia Solidale - Demo.S,Liguria,2021,2020,94,0
Federazione dei Verdi,Liguria,2021,2020,1477,0
Fratelli d'Italia - Alleanza Nazionale,Liguria,2021,2020,4757,0
IDEA - Identita' e Azione - popolo e liberta',Liguria,2021,2020,28,0
Italia dei Valori,Liguria,2021,2020,92,0
Italia Viva,Liguria,2021,2020,1187,0
Lega Nord per l'Indipendenza della Padania,Liguria,2021,2020,668,0
Lega per Salvini Premier,Liguria,2021,2020,4792,0
Movimento Associativo Italiani all'Estero - MAIE,Liguria,2021,2020,134,0
Movimento La Puglia in Piu',Liguria,2021,2020,99,0
Movimento politico Forza Italia,Liguria,2021,2020,781,0
Noi con L'Italia,Liguria,2021,2020,51,0
Partito della Rifondazione Comunista - Sinistra Europea,Liguria,2021,2020,1901,0
Partito Democratico,Liguria,2021,2020,14094,0
Partito Socialista Italiano,Liguria,2021,2020,276,0
Piu' Europa,Liguria,2021,2020,807,0
Possibile,Liguria,2021,2020,571,0
Radicali Italiani,Liguria,2021,2020,436,0
Sinistra Italiana,Liguria,2021,2020,1380,0
Stella Alpina,Liguria,2021,2020,83,0
Sudtiroler Volkspartei,Liguria,2021,2020,145,0
Union Valdotaine,Liguria,2021,2020,91,0
UDC - Unione di centro,Liguria,2021,2020,34,0
Unione per il Trentino,Liguria,2021,2020,115,0
Unione Sudamericana Emigrati Italiani,Liguria,2021,2020,288,0
Alternativa Popolare,Trentino Alto Adige,2021,2020,58,0
Articolo 1 - Movimento Democratico e Progressista,Trentino Alto Adige,2021,2020,409,0
Azione,Trentino Alto Adige,2021,2020,480,0
Cambiamo!,Trentino Alto Adige,2021,2020,51,0
Centro Democratico,Trentino Alto Adige,2021,2020,113,0
Democrazia Solidale - Demo.S,Trentino Alto Adige,2021,2020,20,0
Federazione dei Verdi,Trentino Alto Adige,2021,2020,2111,0
Fratelli d'Italia - Alleanza Nazionale,Trentino Alto Adige,2021,2020,2728,0
IDEA - Identita' e Azione - popolo e liberta',Trentino Alto Adige,2021,2020,25,0
Italia dei Valori,Trentino Alto Adige,2021,2020,56,0
Italia Viva,Trentino Alto Adige,2021,2020,459,0
Lega Nord per l'Indipendenza della Padania,Trentino Alto Adige,2021,2020,515,0
Lega per Salvini Premier,Trentino Alto Adige,2021,2020,3118,0
Movimento Associativo Italiani all'Estero - MAIE,Trentino Alto Adige,2021,2020,86,0
Movimento La Puglia in Piu',Trentino Alto Adige,2021,2020,35,0
Movimento politico Forza Italia,Trentino Alto Adige,2021,2020,301,0
Noi con L'Italia,Trentino Alto Adige,2021,2020,15,0
Partito della Rifondazione Comunista - Sinistra Europea,Trentino Alto Adige,2021,2020,641,0
Partito Democratico,Trentino Alto Adige,2021,2020,6440,0
Partito Socialista Italiano,Trentino Alto Adige,2021,2020,112,0
Piu' Europa,Trentino Alto Adige,2021,2020,683,0
Possibile,Trentino Alto Adige,2021,2020,263,0
Radicali Italiani,Trentino Alto Adige,2021,2020,291,0
Sinistra Italiana,Trentino Alto Adige,2021,2020,450,0
Stella Alpina,Trentino Alto Adige,2021,2020,191,0
Sudtiroler Volkspartei,Trentino Alto Adige,2021,2020,13090,0
Union Valdotaine,Trentino Alto Adige,2021,2020,18,0
UDC - Unione di centro,Trentino Alto Adige,2021,2020,28,0
Unione per il Trentino,Trentino Alto Adige,2021,2020,1240,0
Unione Sudamericana Emigrati Italiani,Trentino Alto Adige,2021,2020,200,0
Alternativa Popolare,Veneto,2021,2020,289,0
Articolo 1 - Movimento Democratico e Progressista,Veneto,2021,2020,4094,0
Azione,Veneto,2021,2020,3346,0
Cambiamo!,Veneto,2021,2020,269,0
Centro Democratico,Veneto,2021,2020,574,0
Democrazia Solidale - Demo.S,Veneto,2021,2020,168,0
Federazione dei Verdi,Veneto,2021,2020,6464,0
Fratelli d'Italia - Alleanza Nazionale,Veneto,2021,2020,21482,0
IDEA - Identita' e Azione - popolo e liberta',Veneto,2021,2020,102,0
Italia dei Valori,Veneto,2021,2020,404,0
Italia Viva,Veneto,2021,2020,3149,0
Lega Nord per l'Indipendenza della Padania,Veneto,2021,2020,18264,0
Lega per Salvini Premier,Veneto,2021,2020,25283,0
Movimento Associativo Italiani all'Estero - MAIE,Veneto,2021,2020,475,0
Movimento La Puglia in Piu',Veneto,2021,2020,346,0
Movimento politico Forza Italia,Veneto,2021,2020,2380,0
Noi con L'Italia,Veneto,2021,2020,133,0
Partito della Rifondazione Comunista - Sinistra Europea,Veneto,2021,2020,3859,0
Partito Democratico,Veneto,2021,2020,38264,0
Partito Socialista Italiano,Veneto,2021,2020,809,0
Piu' Europa,Veneto,2021,2020,3439,0
Possibile,Veneto,2021,2020,1615,0
Radicali Italiani,Veneto,2021,2020,1711,0
Sinistra Italiana,Veneto,2021,2020,3118,0
Stella Alpina,Veneto,2021,2020,339,0
Sudtiroler Volkspartei,Veneto,2021,2020,643,0
Union Valdotaine,Veneto,2021,2020,89,0
UDC - Unione di centro,Veneto,2021,2020,260,0
Unione per il Trentino,Veneto,2021,2020,483,0
Unione Sudamericana Emigrati Italiani,Veneto,2021,2020,1374,0
Alternativa Popolare,Friuli Venezia Giulia,2021,2020,76,0
Articolo 1 - Movimento Democratico e Progressista,Friuli Venezia Giulia,2021,2020,1108,0
Azione,Friuli Venezia Giulia,2021,2020,809,0
Cambiamo!,Friuli Venezia Giulia,2021,2020,67,0
Centro Democratico,Friuli Venezia Giulia,2021,2020,166,0
Democrazia Solidale - Demo.S,Friuli Venezia Giulia,2021,2020,31,0
Federazione dei Verdi,Friuli Venezia Giulia,2021,2020,1466,0
Fratelli d'Italia - Alleanza Nazionale,Friuli Venezia Giulia,2021,2020,7980,0
IDEA - Identita' e Azione - popolo e liberta',Friuli Venezia Giulia,2021,2020,36,0
Italia dei Valori,Friuli Venezia Giulia,2021,2020,123,0
Italia Viva,Friuli Venezia Giulia,2021,2020,816,0
Lega Nord per l'Indipendenza della Padania,Friuli Venezia Giulia,2021,2020,1155,0
Lega per Salvini Premier,Friuli Venezia Giulia,2021,2020,6256,0
Movimento Associativo Italiani all'Estero - MAIE,Friuli Venezia Giulia,2021,2020,181,0
Movimento La Puglia in Piu',Friuli Venezia Giulia,2021,2020,138,0
Movimento politico Forza Italia,Friuli Venezia Giulia,2021,2020,857,0
Noi con L'Italia,Friuli Venezia Giulia,2021,2020,37,0
Partito della Rifondazione Comunista - Sinistra Europea,Friuli Venezia Giulia,2021,2020,1382,0
Partito Democratico,Friuli Venezia Giulia,2021,2020,9567,0
Partito Socialista Italiano,Friuli Venezia Giulia,2021,2020,196,0
Piu' Europa,Friuli Venezia Giulia,2021,2020,912,0
Possibile,Friuli Venezia Giulia,2021,2020,414,0
Radicali Italiani,Friuli Venezia Giulia,2021,2020,574,0
Sinistra Italiana,Friuli Venezia Giulia,2021,2020,821,0
Stella Alpina,Friuli Venezia Giulia,2021,2020,118,0
Sudtiroler Volkspartei,Friuli Venezia Giulia,2021,2020,406,0
Union Valdotaine,Friuli Venezia Giulia,2021,2020,45,0
UDC - Unione di centro,Friuli Venezia Giulia,2021,2020,44,0
Unione per il Trentino,Friuli Venezia Giulia,2021,2020,111,0
Unione Sudamericana Emigrati Italiani,Friuli Venezia Giulia,2021,2020,351,0
Alternativa Popolare,Emilia Romagna,2021,2020,296,0
Articolo 1 - Movimento Democratico e Progressista,Emilia Romagna,2021,2020,6347,0
Azione,Emilia Romagna,2021,2020,3213,0
Cambiamo!,Emilia Romagna,2021,2020,285,0
Centro Democratico,Emilia Romagna,2021,2020,673,0
Democrazia Solidale - Demo.S,Emilia Romagna,2021,2020,112,0
Federazione dei Verdi,Emilia Romagna,2021,2020,5120,0
Fratelli d'Italia - Alleanza Nazionale,Emilia Romagna,2021,2020,13975,0
IDEA - Identita' e Azione - popolo e liberta',Emilia Romagna,2021,2020,117,0
Italia dei Valori,Emilia Romagna,2021,2020,301,0
Italia Viva,Emilia Romagna,2021,2020,4151,0
Lega Nord per l'Indipendenza della Padania,Emilia Romagna,2021,2020,2496,0
Lega per Salvini Premier,Emilia Romagna,2021,2020,13359,0
Movimento Associativo Italiani all'Estero - MAIE,Emilia Romagna,2021,2020,294,0
Movimento La Puglia in Piu',Emilia Romagna,2021,2020,429,0
Movimento politico Forza Italia,Emilia Romagna,2021,2020,1925,0
Noi con L'Italia,Emilia Romagna,2021,2020,131,0
Partito della Rifondazione Comunista - Sinistra Europea,Emilia Romagna,2021,2020,4670,0
Partito Democratico,Emilia Romagna,2021,2020,68262,0
Partito Socialista Italiano,Emilia Romagna,2021,2020,1050,0
Piu' Europa,Emilia Romagna,2021,2020,2824,0
Possibile,Emilia Romagna,2021,2020,1972,0
Radicali Italiani,Emilia Romagna,2021,2020,1311,0
Sinistra Italiana,Emilia Romagna,2021,2020,3463,0
Stella Alpina,Emilia Romagna,2021,2020,233,0
Sudtiroler Volkspartei,Emilia Romagna,2021,2020,415,0
Union Valdotaine,Emilia Romagna,2021,2020,96,0
UDC - Unione di centro,Emilia Romagna,2021,2020,108,0
Unione per il Trentino,Emilia Romagna,2021,2020,385,0
Unione Sudamericana Emigrati Italiani,Emilia Romagna,2021,2020,990,0
Alternativa Popolare,Toscana,2021,2020,206,0
Articolo 1 - Movimento Democratico e Progressista,Toscana,2021,2020,3725,0
Azione,Toscana,2021,2020,2082,0
Cambiamo!,Toscana,2021,2020,181,0
Centro Democratico,Toscana,2021,2020,501,0
Democrazia Solidale - Demo.S,Toscana,2021,2020,71,0
Federazione dei Verdi,Toscana,2021,2020,3145,0
Fratelli d'Italia - Alleanza Nazionale,Toscana,2021,2020,10961,0
IDEA - Identita' e Azione - popolo e liberta',Toscana,2021,2020,74,0
Italia dei Valori,Toscana,2021,2020,204,0
Italia Viva,Toscana,2021,2020,5182,0
Lega Nord per l'Indipendenza della Padania,Toscana,2021,2020,824,0
Lega per Salvini Premier,Toscana,2021,2020,7215,0
Movimento Associativo Italiani all'Estero - MAIE,Toscana,2021,2020,256,0
Movimento La Puglia in Piu',Toscana,2021,2020,198,0
Movimento politico Forza Italia,Toscana,2021,2020,1555,0
Noi con L'Italia,Toscana,2021,2020,60,0
Partito della Rifondazione Comunista - Sinistra Europea,Toscana,2021,2020,5333,0
Partito Democratico,Toscana,2021,2020,45231,0
Partito Socialista Italiano,Toscana,2021,2020,976,0
Piu' Europa,Toscana,2021,2020,1662,0
Possibile,Toscana,2021,2020,1336,0
Radicali Italiani,Toscana,2021,2020,1122,0
Sinistra Italiana,Toscana,2021,2020,4628,0
Stella Alpina,Toscana,2021,2020,175,0
Sudtiroler Volkspartei,Toscana,2021,2020,270,0
Union Valdotaine,Toscana,2021,2020,78,0
UDC - Unione di centro,Toscana,2021,2020,100,0
Unione per il Trentino,Toscana,2021,2020,172,0
Unione Sudamericana Emigrati Italiani,Toscana,2021,2020,740,0
Alternativa Popolare,Umbria,2021,2020,36,0
Articolo 1 - Movimento Democratico e Progressista,Umbria,2021,2020,724,0
Azione,Umbria,2021,2020,360,0
Cambiamo!,Umbria,2021,2020,34,0
Centro Democratico,Umbria,2021,2020,77,0
Democrazia Solidale - Demo.S,Umbria,2021,2020,29,0
Federazione dei Verdi,Umbria,2021,2020,429,0
Fratelli d'Italia - Alleanza Nazionale,Umbria,2021,2020,2715,0
IDEA - Identita' e Azione - popolo e liberta',Umbria,2021,2020,17,0
Italia dei Valori,Umbria,2021,2020,44,0
Italia Viva,Umbria,2021,2020,689,0
Lega Nord per l'Indipendenza della Padania,Umbria,2021,2020,242,0
Lega per Salvini Premier,Umbria,2021,2020,1736,0
Movimento Associativo Italiani all'Estero - MAIE,Umbria,2021,2020,49,0
Movimento La Puglia in Piu',Umbria,2021,2020,42,0
Movimento politico Forza Italia,Umbria,2021,2020,387,0
Noi con L'Italia,Umbria,2021,2020,22,0
Partito della Rifondazione Comunista - Sinistra Europea,Umbria,2021,2020,800,0
Partito Democratico,Umbria,2021,2020,6998,0
Partito Socialista Italiano,Umbria,2021,2020,241,0
Piu' Europa,Umbria,2021,2020,238,0
Possibile,Umbria,2021,2020,210,0
Radicali Italiani,Umbria,2021,2020,195,0
Sinistra Italiana,Umbria,2021,2020,679,0
Stella Alpina,Umbria,2021,2020,34,0
Sudtiroler Volkspartei,Umbria,2021,2020,40,0
Union Valdotaine,Umbria,2021,2020,,1
UDC - Unione di centro,Umbria,2021,2020,33,0
Unione per il Trentino,Umbria,2021,2020,22,0
Unione Sudamericana Emigrati Italiani,Umbria,2021,2020,132,0
Alternativa Popolare,Marche,2021,2020,56,0
Articolo 1 - Movimento Democratico e Progressista,Marche,2021,2020,1014,0
Azione,Marche,2021,2020,592,0
Cambiamo!,Marche,2021,2020,67,0
Centro Democratico,Marche,2021,2020,139,0
Democrazia Solidale - Demo.S,Marche,2021,2020,24,0
Federazione dei Verdi,Marche,2021,2020,876,0
Fratelli d'Italia - Alleanza Nazionale,Marche,2021,2020,4217,0
IDEA - Identita' e Azione - popolo e liberta',Marche,2021,2020,28,0
Italia dei Valori,Marche,2021,2020,73,0
Italia Viva,Marche,2021,2020,1056,0
Lega Nord per l'Indipendenza della Padania,Marche,2021,2020,274,0
Lega per Salvini Premier,Marche,2021,2020,2754,0
Movimento Associativo Italiani all'Estero - MAIE,Marche,2021,2020,83,0
Movimento La Puglia in Piu',Marche,2021,2020,82,0
Movimento politico Forza Italia,Marche,2021,2020,622,0
Noi con L'Italia,Marche,2021,2020,40,0
Partito della Rifondazione Comunista - Sinistra Europea,Marche,2021,2020,931,0
Partito Democratico,Marche,2021,2020,9255,0
Partito Socialista Italiano,Marche,2021,2020,307,0
Piu' Europa,Marche,2021,2020,440,0
Possibile,Marche,2021,2020,475,0
Radicali Italiani,Marche,2021,2020,294,0
Sinistra Italiana,Marche,2021,2020,852,0
Stella Alpina,Marche,2021,2020,42,0
Sudtiroler Volkspartei,Marche,2021,2020,77,0
Union Valdotaine,Marche,2021,2020,106,0
UDC - Unione di centro,Marche,2021,2020,102,0
Unione per il Trentino,Marche,2021,2020,58,0
Unione Sudamericana Emigrati Italiani,Marche,2021,2020,250,0
Alternativa Popolare,Lazio,2021,2020,522,0
Articolo 1 - Movimento Democratico e Progressista,Lazio,2021,2020,6523,0
Azione,Lazio,2021,2020,7327,0
Cambiamo!,Lazio,2021,2020,589,0
Centro Democratico,Lazio,2021,2020,718,0
Democrazia Solidale - Demo.S,Lazio,2021,2020,860,0
Federazione dei Verdi,Lazio,2021,2020,4906,0
Fratelli d'Italia - Alleanza Nazionale,Lazio,2021,2020,31746,0
IDEA - Identita' e Azione - popolo e liberta',Lazio,2021,2020,183,0
Italia dei Valori,Lazio,2021,2020,550,0
Italia Viva,Lazio,2021,2020,5366,0
Lega Nord per l'Indipendenza della Padania,Lazio,2021,2020,478,0
Lega per Salvini Premier,Lazio,2021,2020,10605,0
Movimento Associativo Italiani all'Estero - MAIE,Lazio,2021,2020,631,0
Movimento La Puglia in Piu',Lazio,2021,2020,523,0
Movimento politico Forza Italia,Lazio,2021,2020,2809,0
Noi con L'Italia,Lazio,2021,2020,177,0
Partito della Rifondazione Comunista - Sinistra Europea,Lazio,2021,2020,7161,0
Partito Democratico,Lazio,2021,2020,48088,0
Partito Socialista Italiano,Lazio,2021,2020,1124,0
Piu' Europa,Lazio,2021,2020,3000,0
Possibile,Lazio,2021,2020,2001,0
Radicali Italiani,Lazio,2021,2020,3122,0
Sinistra Italiana,Lazio,2021,2020,6203,0
Stella Alpina,Lazio,2021,2020,332,0
Sudtiroler Volkspartei,Lazio,2021,2020,454,0
Union Valdotaine,Lazio,2021,2020,185,0
UDC - Unione di centro,Lazio,2021,2020,243,0
Unione per il Trentino,Lazio,2021,2020,467,0
Unione Sudamericana Emigrati Italiani,Lazio,2021,2020,1497,0
Alternativa Popolare,Abruzzo,2021,2020,43,0
Articolo 1 - Movimento Democratico e Progressista,Abruzzo,2021,2020,726,0
Azione,Abruzzo,2021,2020,616,0
Cambiamo!,Abruzzo,2021,2020,45,0
Centro Democratico,Abruzzo,2021,2020,92,0
Democrazia Solidale - Demo.S,Abruzzo,2021,2020,11,0
Federazione dei Verdi,Abruzzo,2021,2020,579,0
Fratelli d'Italia - Alleanza Nazionale,Abruzzo,2021,2020,3201,0
IDEA - Identita' e Azione - popolo e liberta',Abruzzo,2021,2020,28,0
Italia dei Valori,Abruzzo,2021,2020,81,0
Italia Viva,Abruzzo,2021,2020,579,0
Lega Nord per l'Indipendenza della Padania,Abruzzo,2021,2020,68,0
Lega per Salvini Premier,Abruzzo,2021,2020,1488,0
Movimento Associativo Italiani all'Estero - MAIE,Abruzzo,2021,2020,48,0
Movimento La Puglia in Piu',Abruzzo,2021,2020,44,0
Movimento politico Forza Italia,Abruzzo,2021,2020,498,0
Noi con L'Italia,Abruzzo,2021,2020,24,0
Partito della Rifondazione Comunista - Sinistra Europea,Abruzzo,2021,2020,860,0
Partito Democratico,Abruzzo,2021,2020,4155,0
Partito Socialista Italiano,Abruzzo,2021,2020,199,0
Piu' Europa,Abruzzo,2021,2020,292,0
Possibile,Abruzzo,2021,2020,153,0
Radicali Italiani,Abruzzo,2021,2020,353,0
Sinistra Italiana,Abruzzo,2021,2020,526,0
Stella Alpina,Abruzzo,2021,2020,19,0
Sudtiroler Volkspartei,Abruzzo,2021,2020,32,0
Union Valdotaine,Abruzzo,2021,2020,15,0
UDC - Unione di centro,Abruzzo,2021,2020,33,0
Unione per il Trentino,Abruzzo,2021,2020,23,0
Unione Sudamericana Emigrati Italiani,Abruzzo,2021,2020,165,0
Alternativa Popolare,Molise,2021,2020,,1
Articolo 1 - Movimento Democratico e Progressista,Molise,2021,2020,113,0
Azione,Molise,2021,2020,56,0
Cambiamo!,Molise,2021,2020,,1
Centro Democratico,Molise,2021,2020,79,0
Democrazia Solidale - Demo.S,Molise,2021,2020,,1
Federazione dei Verdi,Molise,2021,2020,233,0
Fratelli d'Italia - Alleanza Nazionale,Molise,2021,2020,455,0
IDEA - Identita' e Azione - popolo e liberta',Molise,2021,2020,,1
Italia dei Valori,Molise,2021,2020,18,0
Italia Viva,Molise,2021,2020,152,0
Lega Nord per l'Indipendenza della Padania,Molise,2021,2020,,1
Lega per Salvini Premier,Molise,2021,2020,209,0
Movimento Associativo Italiani all'Estero - MAIE,Molise,2021,2020,21,0
Movimento La Puglia in Piu',Molise,2021,2020,17,0
Movimento politico Forza Italia,Molise,2021,2020,136,0
Noi con L'Italia,Molise,2021,2020,,1
Partito della Rifondazione Comunista - Sinistra Europea,Molise,2021,2020,118,0
Partito Democratico,Molise,2021,2020,1105,0
Partito Socialista Italiano,Molise,2021,2020,53,0
Piu' Europa,Molise,2021,2020,54,0
Possibile,Molise,2021,2020,41,0
Radicali Italiani,Molise,2021,2020,38,0
Sinistra Italiana,Molise,2021,2020,107,0
Stella Alpina,Molise,2021,2020,,1
Sudtiroler Volkspartei,Molise,2021,2020,,1
Union Valdotaine,Molise,2021,2020,,1
UDC - Unione di centro,Molise,2021,2020,23,0
Unione per il Trentino,Molise,2021,2020,,1
Unione Sudamericana Emigrati Italiani,Molise,2021,2020,36,0
Alternativa Popolare,Campania,2021,2020,384,0
Articolo 1 - Movimento Democratico e Progressista,Campania,2021,2020,3524,0
Azione,Campania,2021,2020,1178,0
Cambiamo!,Campania,2021,2020,362,0
Centro Democratico,Campania,2021,2020,1124,0
Democrazia Solidale - Demo.S,Campania,2021,2020,94,0
Federazione dei Verdi,Campania,2021,2020,3187,0
Fratelli d'Italia - Alleanza Nazionale,Campania,2021,2020,12811,0
IDEA - Identita' e Azione - popolo e liberta',Campania,2021,2020,89,0
Italia dei Valori,Campania,2021,2020,341,0
Italia Viva,Campania,2021,2020,3282,0
Lega Nord per l'Indipendenza della Padania,Campania,2021,2020,97,0
Lega per Salvini Premier,Campania,2021,2020,2773,0
Movimento Associativo Italiani all'Estero - MAIE,Campania,2021,2020,415,0
Movimento La Puglia in Piu',Campania,2021,2020,154,0
Movimento politico Forza Italia,Campania,2021,2020,2857,0
Noi con L'Italia,Campania,2021,2020,132,0
Partito della Rifondazione Comunista - Sinistra Europea,Campania,2021,2020,2977,0
Partito Democratico,Campania,2021,2020,23407,0
Partito Socialista Italiano,Campania,2021,2020,2930,0
Piu' Europa,Campania,2021,2020,897,0
Possibile,Campania,2021,2020,632,0
Radicali Italiani,Campania,2021,2020,804,0
Sinistra Italiana,Campania,2021,2020,2684,0
Stella Alpina,Campania,2021,2020,68,0
Sudtiroler Volkspartei,Campania,2021,2020,94,0
Union Valdotaine,Campania,2021,2020,43,0
UDC - Unione di centro,Campania,2021,2020,218,0
Unione per il Trentino,Campania,2021,2020,49,0
Unione Sudamericana Emigrati Italiani,Campania,2021,2020,791,0
Alternativa Popolare,Puglia,2021,2020,115,0
Articolo 1 - Movimento Democratico e Progressista,Puglia,2021,2020,1977,0
Azione,Puglia,2021,2020,844,0
Cambiamo!,Puglia,2021,2020,443,0
Centro Democratico,Puglia,2021,2020,341,0
Democrazia Solidale - Demo.S,Puglia,2021,2020,61,0
Federazione dei Verdi,Puglia,2021,2020,1604,0
Fratelli d'Italia - Alleanza Nazionale,Puglia,2021,2020,8157,0
IDEA - Identita' e Azione - popolo e liberta',Puglia,2021,2020,78,0
Italia dei Valori,Puglia,2021,2020,170,0
Italia Viva,Puglia,2021,2020,1824,0
Lega Nord per l'Indipendenza della Padania,Puglia,2021,2020,80,0
Lega per Salvini Premier,Puglia,2021,2020,1847,0
Movimento Associativo Italiani all'Estero - MAIE,Puglia,2021,2020,86,0
Movimento La Puglia in Piu',Puglia,2021,2020,2635,0
Movimento politico Forza Italia,Puglia,2021,2020,2729,0
Noi con L'Italia,Puglia,2021,2020,48,0
Partito della Rifondazione Comunista - Sinistra Europea,Puglia,2021,2020,2083,0
Partito Democratico,Puglia,2021,2020,13758,0
Partito Socialista Italiano,Puglia,2021,2020,741,0
Piu' Europa,Puglia,2021,2020,755,0
Possibile,Puglia,2021,2020,376,0
Radicali Italiani,Puglia,2021,2020,446,0
Sinistra Italiana,Puglia,2021,2020,1969,0
