party_name,region,declaration_year,tax_year,valid_choices,is_suppressed
Federazione dei Verdi,Lombardia,2020,2019,12829,0
Fratelli d'ltalia - Alleanza Nazionale,Lombardia,2020,2019,32527,0
IDEA - Identita' e Azione,Lombardia,2020,2019,346,0
Italia dei Valori,Lombardia,2020,2019,938,0
Italia Viva,Lombardia,2020,2019,9130,0
Lega Nord per l'Indipendenza della Padania,Lombardia,2020,2019,19712,0
Lega per Salvini Premier,Lombardia,2020,2019,71208,0
Movimento Associativo Italiani all'Estero,Lombardia,2020,2019,1110,0
Movimento La Puglia in piu',Lombardia,2020,2019,1308,0
Movimento politico Forza Italia,Lombardia,2020,2019,8183,0
Partito Autonomista Trentino Tirolese,Lombardia,2020,2019,445,0
Partito della Rifondazione Comunista - Sinistra Europea,Lombardia,2020,2019,11356,0
Partito Democratico,Lombardia,2020,2019,109119,0
Partito Socialista Italiano,Lombardia,2020,2019,2363,0
Piu' Europa,Lombardia,2020,2019,11208,0
Possibile,Lombardia,2020,2019,3213,0
Radicali Italiani,Lombardia,2020,2019,4318,0
Sinistra Italiana,Lombardia,2020,2019,6977,0
Sudtiroler Volkspartei,Lombardia,2020,2019,944,0
UDC - Unione di Centro,Lombardia,2020,2019,525,0
Union Valdotaine,Lombardia,2020,2019,407,0
Unione per il Trentino,Lombardia,2020,2019,782,0
Unione Sudamericana Emigrati Italiani,Lombardia,2020,2019,1835,0
Articolo 1- Movimento Democratico e Progressista,Liguria,2020,2019,1016,0
Azione (gia' Siamo Europei),Liguria,2020,2019,797,0
Centro Democratico,Liguria,2020,2019,363,0
Democrazia Solidale - Demo.S,Liguria,2020,2019,101,0
Federazione dei Verdi,Liguria,2020,2019,1654,0
Fratelli d'ltalia - Alleanza Nazionale,Liguria,2020,2019,3763,0
IDEA - Identita' e Azione,Liguria,2020,2019,40,0
Italia dei Valori,Liguria,2020,2019,91,0
Italia Viva,Liguria,2020,2019,1175,0
Lega Nord per l'Indipendenza della Padania,Liguria,2020,2019,899,0
Lega per Salvini Premier,Liguria,2020,2019,5834,0
Movimento Associativo Italiani all'Estero,Liguria,2020,2019,163,0
Movimento La Puglia in piu',Liguria,2020,2019,123,0
Movimento politico Forza Italia,Liguria,2020,2019,1195,0
Partito Autonomista Trentino Tirolese,Liguria,2020,2019,68,0
Partito della Rifondazione Comunista - Sinistra Europea,Liguria,2020,2019,2009,0
Partito Democratico,Liguria,2020,2019,15422,0
Partito Socialista Italiano,Liguria,2020,2019,273,0
Piu' Europa,Liguria,2020,2019,1137,0
Possibile,Liguria,2020,2019,476,0
Radicali Italiani,Liguria,2020,2019,471,0
Sinistra Italiana,Liguria,2020,2019,1197,0
Sudtiroler Volkspartei,Liguria,2020,2019,135,0
UDC - Unione di Centro,Liguria,2020,2019,30,0
Union Valdotaine,Liguria,2020,2019,118,0
Unione per il Trentino,Liguria,2020,2019,112,0
Unione Sudamericana Emigrati Italiani,Liguria,2020,2019,232,0
Articolo 1- Movimento Democratico e Progressista,Trentino Alto Adige,2020,2019,267,0
Azione (gia' Siamo Europei),Trentino Alto Adige,2020,2019,469,0
Centro Democratico,Trentino Alto Adige,2020,2019,181,0
Democrazia Solidale - Demo.S,Trentino Alto Adige,2020,2019,29,0
Federazione dei Verdi,Trentino Alto Adige,2020,2019,2140,0
Fratelli d'ltalia - Alleanza Nazionale,Trentino Alto Adige,2020,2019,1846,0
IDEA - Identita' e Azione,Trentino Alto Adige,2020,2019,34,0
Italia dei Valori,Trentino Alto Adige,2020,2019,46,0
Italia Viva,Trentino Alto Adige,2020,2019,455,0
Lega Nord per l'Indipendenza della Padania,Trentino Alto Adige,2020,2019,657,0
Lega per Salvini Premier,Trentino Alto Adige,2020,2019,3970,0
Movimento Associativo Italiani all'Estero,Trentino Alto Adige,2020,2019,78,0
Movimento La Puglia in piu',Trentino Alto Adige,2020,2019,52,0
Movimento politico Forza Italia,Trentino Alto Adige,2020,2019,281,0
Partito Autonomista Trentino Tirolese,Trentino Alto Adige,2020,2019,1666,0
Partito della Rifondazione Comunista - Sinistra Europea,Trentino Alto Adige,2020,2019,652,0
Partito Democratico,Trentino Alto Adige,2020,2019,6595,0
Partito Socialista Italiano,Trentino Alto Adige,2020,2019,127,0
Piu' Europa,Trentino Alto Adige,2020,2019,856,0
Possibile,Trentino Alto Adige,2020,2019,202,0
Radicali Italiani,Trentino Alto Adige,2020,2019,257,0
Sinistra Italiana,Trentino Alto Adige,2020,2019,394,0
Sudtiroler Volkspartei,Trentino Alto Adige,2020,2019,13008,0
UDC - Unione di Centro,Trentino Alto Adige,2020,2019,37,0
Union Valdotaine,Trentino Alto Adige,2020,2019,16,0
Unione per il Trentino,Trentino Alto Adige,2020,2019,1011,0
Unione Sudamericana Emigrati Italiani,Trentino Alto Adige,2020,2019,138,0
Articolo 1- Movimento Democratico e Progressista,Veneto,2020,2019,2877,0
Azione (gia' Siamo Europei),Veneto,2020,2019,3083,0
Centro Democratico,Veneto,2020,2019,1050,0
Democrazia Solidale - Demo.S,Veneto,2020,2019,213,0
Federazione dei Verdi,Veneto,2020,2019,6635,0
Fratelli d'ltalia - Alleanza Nazionale,Veneto,2020,2019,15554,0
IDEA - Identita' e Azione,Veneto,2020,2019,126,0
Italia dei Valori,Veneto,2020,2019,351,0
Italia Viva,Veneto,2020,2019,2998,0
Lega Nord per l'Indipendenza della Padania,Veneto,2020,2019,23583,0
Lega per Salvini Premier,Veneto,2020,2019,32935,0
Movimento Associativo Italiani all'Estero,Veneto,2020,2019,545,0
Movimento La Puglia in piu',Veneto,2020,2019,387,0
Movimento politico Forza Italia,Veneto,2020,2019,2361,0
Partito Autonomista Trentino Tirolese,Veneto,2020,2019,219,0
Partito della Rifondazione Comunista - Sinistra Europea,Veneto,2020,2019,3791,0
Partito Democratico,Veneto,2020,2019,40549,0
Partito Socialista Italiano,Veneto,2020,2019,796,0
Piu' Europa,Veneto,2020,2019,4502,0
Possibile,Veneto,2020,2019,1196,0
Radicali Italiani,Veneto,2020,2019,1652,0
Sinistra Italiana,Veneto,2020,2019,2619,0
Sudtiroler Volkspartei,Veneto,2020,2019,527,0
UDC - Unione di Centro,Veneto,2020,2019,212,0
Union Valdotaine,Veneto,2020,2019,92,0
Unione per il Trentino,Veneto,2020,2019,361,0
Unione Sudamericana Emigrati Italiani,Veneto,2020,2019,929,0
Articolo 1- Movimento Democratico e Progressista,Friuli Venezia Giulia,2020,2019,766,0
Azione (gia' Siamo Europei),Friuli Venezia Giulia,2020,2019,750,0
Centro Democratico,Friuli Venezia Giulia,2020,2019,317,0
Democrazia Solidale - Demo.S,Friuli Venezia Giulia,2020,2019,32,0
Federazione dei Verdi,Friuli Venezia Giulia,2020,2019,1650,0
Fratelli d'ltalia - Alleanza Nazionale,Friuli Venezia Giulia,2020,2019,6132,0
IDEA - Identita' e Azione,Friuli Venezia Giulia,2020,2019,49,0
Italia dei Valori,Friuli Venezia Giulia,2020,2019,121,0
Italia Viva,Friuli Venezia Giulia,2020,2019,761,0
Lega Nord per l'Indipendenza della Padania,Friuli Venezia Giulia,2020,2019,1651,0
Lega per Salvini Premier,Friuli Venezia Giulia,2020,2019,8300,0
Movimento Associativo Italiani all'Estero,Friuli Venezia Giulia,2020,2019,221,0
Movimento La Puglia in piu',Friuli Venezia Giulia,2020,2019,156,0
Movimento politico Forza Italia,Friuli Venezia Giulia,2020,2019,830,0
Partito Autonomista Trentino Tirolese,Friuli Venezia Giulia,2020,2019,87,0
Partito della Rifondazione Comunista - Sinistra Europea,Friuli Venezia Giulia,2020,2019,1413,0
Partito Democratico,Friuli Venezia Giulia,2020,2019,10277,0
Partito Socialista Italiano,Friuli Venezia Giulia,2020,2019,202,0
Piu' Europa,Friuli Venezia Giulia,2020,2019,1252,0
Possibile,Friuli Venezia Giulia,2020,2019,316,0
Radicali Italiani,Friuli Venezia Giulia,2020,2019,566,0
Sinistra Italiana,Friuli Venezia Giulia,2020,2019,764,0
Sudtiroler Volkspartei,Friuli Venezia Giulia,2020,2019,370,0
UDC - Unione di Centro,Friuli Venezia Giulia,2020,2019,65,0
Union Valdotaine,Friuli Venezia Giulia,2020,2019,45,0
Unione per il Trentino,Friuli Venezia Giulia,2020,2019,96,0
Unione Sudamericana Emigrati Italiani,Friuli Venezia Giulia,2020,2019,249,0
Articolo 1- Movimento Democratico e Progressista,Emilia Romagna,2020,2019,4407,0
Azione (gia' Siamo Europei),Emilia Romagna,2020,2019,2659,0
Centro Democratico,Emilia Romagna,2020,2019,1295,0
Democrazia Solidale - Demo.S,Emilia Romagna,2020,2019,125,0
Federazione dei Verdi,Emilia Romagna,2020,2019,5416,0
Fratelli d'ltalia - Alleanza Nazionale,Emilia Romagna,2020,2019,10587,0
IDEA - Identita' e Azione,Emilia Romagna,2020,2019,171,0
Italia dei Valori,Emilia Romagna,2020,2019,252,0
Italia Viva,Emilia Romagna,2020,2019,3625,0
Lega Nord per l'Indipendenza della Padania,Emilia Romagna,2020,2019,3212,0
Lega per Salvini Premier,Emilia Romagna,2020,2019,17490,0
Movimento Associativo Italiani all'Estero,Emilia Romagna,2020,2019,357,0
Movimento La Puglia in piu',Emilia Romagna,2020,2019,501,0
Movimento politico Forza Italia,Emilia Romagna,2020,2019,1978,0
Partito Autonomista Trentino Tirolese,Emilia Romagna,2020,2019,189,0
Partito della Rifondazione Comunista - Sinistra Europea,Emilia Romagna,2020,2019,4580,0
Partito Democratico,Emilia Romagna,2020,2019,75342,0
Partito Socialista Italiano,Emilia Romagna,2020,2019,954,0
Piu' Europa,Emilia Romagna,2020,2019,3781,0
Possibile,Emilia Romagna,2020,2019,1508,0
Radicali Italiani,Emilia Romagna,2020,2019,1236,0
Sinistra Italiana,Emilia Romagna,2020,2019,2805,0
Sudtiroler Volkspartei,Emilia Romagna,2020,2019,377,0
UDC - Unione di Centro,Emilia Romagna,2020,2019,93,0
Union Valdotaine,Emilia Romagna,2020,2019,86,0
Unione per il Trentino,Emilia Romagna,2020,2019,347,0
Unione Sudamericana Emigrati Italiani,Emilia Romagna,2020,2019,634,0
Articolo 1- Movimento Democratico e Progressista,Toscana,2020,2019,2488,0
Azione (gia' Siamo Europei),Toscana,2020,2019,1780,0
Centro Democratico,Toscana,2020,2019,948,0
Democrazia Solidale - Demo.S,Toscana,2020,2019,96,0
Federazione dei Verdi,Toscana,2020,2019,3380,0
Fratelli d'ltalia - Alleanza Nazionale,Toscana,2020,2019,8328,0
IDEA - Identita' e Azione,Toscana,2020,2019,100,0
Italia dei Valori,Toscana,2020,2019,215,0
Italia Viva,Toscana,2020,2019,5087,0
Lega Nord per l'Indipendenza della Padania,Toscana,2020,2019,1188,0
Lega per Salvini Premier,Toscana,2020,2019,9289,0
Movimento Associativo Italiani all'Estero,Toscana,2020,2019,279,0
Movimento La Puglia in piu',Toscana,2020,2019,192,0
Movimento politico Forza Italia,Toscana,2020,2019,1563,0
Partito Autonomista Trentino Tirolese,Toscana,2020,2019,105,0
Partito della Rifondazione Comunista - Sinistra Europea,Toscana,2020,2019,5147,0
Partito Democratico,Toscana,2020,2019,49540,0
Partito Socialista Italiano,Toscana,2020,2019,1028,0
Piu' Europa,Toscana,2020,2019,2408,0
Possibile,Toscana,2020,2019,1024,0
Radicali Italiani,Toscana,2020,2019,1211,0
Sinistra Italiana,Toscana,2020,2019,4074,0
Sudtiroler Volkspartei,Toscana,2020,2019,204,0
UDC - Unione di Centro,Toscana,2020,2019,76,0
Union Valdotaine,Toscana,2020,2019,89,0
Unione per il Trentino,Toscana,2020,2019,191,0
Unione Sudamericana Emigrati Italiani,Toscana,2020,2019,488,0
Articolo 1- Movimento Democratico e Progressista,Umbria,2020,2019,494,0
Azione (gia' Siamo Europei),Umbria,2020,2019,301,0
Centro Democratico,Umbria,2020,2019,169,0
Democrazia Solidale - Demo.S,Umbria,2020,2019,42,0
Federazione dei Verdi,Umbria,2020,2019,526,0
Fratelli d'ltalia - Alleanza Nazionale,Umbria,2020,2019,2291,0
IDEA - Identita' e Azione,Umbria,2020,2019,21,0
Italia dei Valori,Umbria,2020,2019,40,0
Italia Viva,Umbria,2020,2019,656,0
Lega Nord per l'Indipendenza della Padania,Umbria,2020,2019,302,0
Lega per Salvini Premier,Umbria,2020,2019,2405,0
Movimento Associativo Italiani all'Estero,Umbria,2020,2019,44,0
Movimento La Puglia in piu',Umbria,2020,2019,55,0
Movimento politico Forza Italia,Umbria,2020,2019,362,0
Partito Autonomista Trentino Tirolese,Umbria,2020,2019,21,0
Partito della Rifondazione Comunista - Sinistra Europea,Umbria,2020,2019,797,0
Partito Democratico,Umbria,2020,2019,7401,0
Partito Socialista Italiano,Umbria,2020,2019,255,0
Piu' Europa,Umbria,2020,2019,352,0
Possibile,Umbria,2020,2019,153,0
Radicali Italiani,Umbria,2020,2019,181,0
Sinistra Italiana,Umbria,2020,2019,631,0
Sudtiroler Volkspartei,Umbria,2020,2019,29,0
UDC - Unione di Centro,Umbria,2020,2019,36,0
Union Valdotaine,Umbria,2020,2019,15,0
Unione per il Trentino,Umbria,2020,2019,23,0
Unione Sudamericana Emigrati Italiani,Umbria,2020,2019,84,0
Articolo 1- Movimento Democratico e Progressista,Marche,2020,2019,721,0
Azione (gia' Siamo Europei),Marche,2020,2019,558,0
Centro Democratico,Marche,2020,2019,230,0
Democrazia Solidale - Demo.S,Marche,2020,2019,31,0
Federazione dei Verdi,Marche,2020,2019,997,0
Fratelli d'ltalia - Alleanza Nazionale,Marche,2020,2019,3319,0
IDEA - Identita' e Azione,Marche,2020,2019,40,0
Italia dei Valori,Marche,2020,2019,80,0
Italia Viva,Marche,2020,2019,1019,0
Lega Nord per l'Indipendenza della Padania,Marche,2020,2019,325,0
Lega per Salvini Premier,Marche,2020,2019,3663,0
Movimento Associativo Italiani all'Estero,Marche,2020,2019,121,0
Movimento La Puglia in piu',Marche,2020,2019,92,0
Movimento politico Forza Italia,Marche,2020,2019,618,0
Partito Autonomista Trentino Tirolese,Marche,2020,2019,53,0
Partito della Rifondazione Comunista - Sinistra Europea,Marche,2020,2019,925,0
Partito Democratico,Marche,2020,2019,9843,0
Partito Socialista Italiano,Marche,2020,2019,286,0
Piu' Europa,Marche,2020,2019,624,0
Possibile,Marche,2020,2019,405,0
Radicali Italiani,Marche,2020,2019,276,0
Sinistra Italiana,Marche,2020,2019,712,0
Sudtiroler Volkspartei,Marche,2020,2019,58,0
UDC - Unione di Centro,Marche,2020,2019,71,0
Union Valdotaine,Marche,2020,2019,98,0
Unione per il Trentino,Marche,2020,2019,37,0
Unione Sudamericana Emigrati Italiani,Marche,2020,2019,150,0
Articolo 1- Movimento Democratico e Progressista,Lazio,2020,2019,4339,0
Azione (gia' Siamo Europei),Lazio,2020,2019,4374,0
Centro Democratico,Lazio,2020,2019,1495,0
Democrazia Solidale - Demo.S,Lazio,2020,2019,634,0
Federazione dei Verdi,Lazio,2020,2019,5234,0
Fratelli d'ltalia - Alleanza Nazionale,Lazio,2020,2019,26366,0
IDEA - Identita' e Azione,Lazio,2020,2019,309,0
Italia dei Valori,Lazio,2020,2019,547,0
Italia Viva,Lazio,2020,2019,5222,0
Lega Nord per l'Indipendenza della Padania,Lazio,2020,2019,696,0
Lega per Salvini Premier,Lazio,2020,2019,14592,0
Movimento Associativo Italiani all'Estero,Lazio,2020,2019,675,0
Movimento La Puglia in piu',Lazio,2020,2019,607,0
Movimento politico Forza Italia,Lazio,2020,2019,2597,0
Partito Autonomista Trentino Tirolese,Lazio,2020,2019,167,0
Partito della Rifondazione Comunista - Sinistra Europea,Lazio,2020,2019,6827,0
Partito Democratico,Lazio,2020,2019,51493,0
Partito Socialista Italiano,Lazio,2020,2019,1076,0
Piu' Europa,Lazio,2020,2019,4779,0
Possibile,Lazio,2020,2019,1605,0
Radicali Italiani,Lazio,2020,2019,3200,0
Sinistra Italiana,Lazio,2020,2019,5240,0
Sudtiroler Volkspartei,Lazio,2020,2019,384,0
UDC - Unione di Centro,Lazio,2020,2019,190,0
Union Valdotaine,Lazio,2020,2019,194,0
Unione per il Trentino,Lazio,2020,2019,432,0
Unione Sudamericana Emigrati Italiani,Lazio,2020,2019,993,0
Articolo 1- Movimento Democratico e Progressista,Abruzzo,2020,2019,514,0
Azione (gia' Siamo Europei),Abruzzo,2020,2019,343,0
Centro Democratico,Abruzzo,2020,2019,129,0
Democrazia Solidale - Demo.S,Abruzzo,2020,2019,12,0
Federazione dei Verdi,Abruzzo,2020,2019,620,0
Fratelli d'ltalia - Alleanza Nazionale,Abruzzo,2020,2019,2743,0
IDEA - Identita' e Azione,Abruzzo,2020,2019,46,0
Italia dei Valori,Abruzzo,2020,2019,48,0
Italia Viva,Abruzzo,2020,2019,535,0
Lega Nord per l'Indipendenza della Padania,Abruzzo,2020,2019,97,0
Lega per Salvini Premier,Abruzzo,2020,2019,2002,0
Movimento Associativo Italiani all'Estero,Abruzzo,2020,2019,59,0
Movimento La Puglia in piu',Abruzzo,2020,2019,38,0
Movimento politico Forza Italia,Abruzzo,2020,2019,436,0
Partito Autonomista Trentino Tirolese,Abruzzo,2020,2019,10,0
Partito della Rifondazione Comunista - Sinistra Europea,Abruzzo,2020,2019,799,0
Partito Democratico,Abruzzo,2020,2019,4392,0
Partito Socialista Italiano,Abruzzo,2020,2019,202,0
Piu' Europa,Abruzzo,2020,2019,381,0
Possibile,Abruzzo,2020,2019,103,0
Radicali Italiani,Abruzzo,2020,2019,246,0
Sinistra Italiana,Abruzzo,2020,2019,441,0
Sudtiroler Volkspartei,Abruzzo,2020,2019,25,0
UDC - Unione di Centro,Abruzzo,2020,2019,31,0
Union Valdotaine,Abruzzo,2020,2019,,1
Unione per il Trentino,Abruzzo,2020,2019,21,0
Unione Sudamericana Emigrati Italiani,Abruzzo,2020,2019,124,0
Articolo 1- Movimento Democratico e Progressista,Molise,2020,2019,60,0
Azione (gia' Siamo Europei),Molise,2020,2019,78,0
Centro Democratico,Molise,2020,2019,86,0
Democrazia Solidale - Demo.S,Molise,2020,2019,17,0
Federazione dei Verdi,Molise,2020,2019,126,0
Fratelli d'ltalia - Alleanza Nazionale,Molise,2020,2019,397,0
IDEA - Identita' e Azione,Molise,2020,2019,,1
Italia dei Valori,Molise,2020,2019,18,0
Italia Viva,Molise,2020,2019,154,0
Lega Nord per l'Indipendenza della Padania,Molise,2020,2019,12,0
Lega per Salvini Premier,Molise,2020,2019,241,0
Movimento Associativo Italiani all'Estero,Molise,2020,2019,,1
Movimento La Puglia in piu',Molise,2020,2019,14,0
Movimento politico Forza Italia,Molise,2020,2019,117,0
Partito Autonomista Trentino Tirolese,Molise,2020,2019,,1
Partito della Rifondazione Comunista - Sinistra Europea,Molise,2020,2019,116,0
Partito Democratico,Molise,2020,2019,1077,0
Partito Socialista Italiano,Molise,2020,2019,68,0
Piu' Europa,Molise,2020,2019,55,0
Possibile,Molise,2020,2019,32,0
Radicali Italiani,Molise,2020,2019,40,0
Sinistra Italiana,Molise,2020,2019,100,0
Sudtiroler Volkspartei,Molise,2020,2019,,1
UDC - Unione di Centro,Molise,2020,2019,44,0
Union Valdotaine,Molise,2020,2019,,1
Unione per il Trentino,Molise,2020,2019,,1
Unione Sudamericana Emigrati Italiani,Molise,2020,2019,31,0
Articolo 1- Movimento Democratico e Progressista,Campania,2020,2019,2493,0
Azione (gia' Siamo Europei),Campania,2020,2019,978,0
Centro Democratico,Campania,2020,2019,1481,0
Democrazia Solidale - Demo.S,Campania,2020,2019,154,0
Federazione dei Verdi,Campania,2020,2019,3014,0
Fratelli d'ltalia - Alleanza Nazionale,Campania,2020,2019,11320,0
IDEA - Identita' e Azione,Campania,2020,2019,146,0
Italia dei Valori,Campania,2020,2019,328,0
Italia Viva,Campania,2020,2019,3414,0
Lega Nord per l'Indipendenza della Padania,Campania,2020,2019,135,0
Lega per Salvini Premier,Campania,2020,2019,3498,0
Movimento Associativo Italiani all'Estero,Campania,2020,2019,494,0
Movimento La Puglia in piu',Campania,2020,2019,145,0
Movimento politico Forza Italia,Campania,2020,2019,3227,0
Partito Autonomista Trentino Tirolese,Campania,2020,2019,50,0
Partito della Rifondazione Comunista - Sinistra Europea,Campania,2020,2019,2996,0
Partito Democratico,Campania,2020,2019,24479,0
Partito Socialista Italiano,Campania,2020,2019,1832,0
Piu' Europa,Campania,2020,2019,1416,0
Possibile,Campania,2020,2019,671,0
Radicali Italiani,Campania,2020,2019,863,0
Sinistra Italiana,Campania,2020,2019,2403,0
Sudtiroler Volkspartei,Campania,2020,2019,55,0
UDC - Unione di Centro,Campania,2020,2019,305,0
Union Valdotaine,Campania,2020,2019,41,0
Unione per il Trentino,Campania,2020,2019,44,0
Unione Sudamericana Emigrati Italiani,Campania,2020,2019,441,0
Articolo 1- Movimento Democratico e Progressista,Puglia,2020,2019,1355,0
Azione (gia' Siamo Europei),Puglia,2020,2019,771,0
Centro Democratico,Puglia,2020,2019,671,0
Democrazia Solidale - Demo.S,Puglia,2020,2019,61,0
Federazione dei Verdi,Puglia,2020,2019,1601,0
Fratelli d'ltalia - Alleanza Nazionale,Puglia,2020,2019,6716,0
IDEA - Identita' e Azione,Puglia,2020,2019,415,0
Italia dei Valori,Puglia,2020,2019,134,0
Italia Viva,Puglia,2020,2019,1683,0
Lega Nord per l'Indipendenza della Padania,Puglia,2020,2019,110,0
Lega per Salvini Premier,Puglia,2020,2019,2624,0
Movimento Associativo Italiani all'Estero,Puglia,2020,2019,100,0
Movimento La Puglia in piu',Puglia,2020,2019,2924,0
Movimento politico Forza Italia,Puglia,2020,2019,2795,0
Partito Autonomista Trentino Tirolese,Puglia,2020,2019,25,0
Partito della Rifondazione Comunista - Sinistra Europea,Puglia,2020,2019,2042,0
Partito Democratico,Puglia,2020,2019,14030,0
Partito Socialista Italiano,Puglia,2020,2019,755,0
Piu' Europa,Puglia,2020,2019,1101,0
Possibile,Puglia,2020,2019,318,0
Radicali Italiani,Puglia,2020,2019,493,0
Sinistra Italiana,Puglia,2020,2019,1690,0
Sudtiroler Volkspartei,Puglia,2020,2019,47,0
UDC - Unione di Centro,Puglia,2020,2019,117,0
Union Valdotaine,Puglia,2020,2019,10,0
Unione per il Trentino,Puglia,2020,2019,25,0
Unione Sudamericana Emigrati Italiani,Puglia,2020,2019,152,0
Articolo 1- Movimento Democratico e Progressista,Basilicata,2020,2019,687,0
Azione (gia' Siamo Europei),Basilicata,2020,2019,116,0
Centro Democratico,Basilicata,2020,2019,83,0
Democrazia Solidale - Demo.S,Basilicata,2020,2019,,1
Federazione dei Verdi,Basilicata,2020,2019,146,0
Fratelli d'ltalia - Alleanza Nazionale,Basilicata,2020,2019,694,0
IDEA - Identita' e Azione,Basilicata,2020,2019,401,0
Italia dei Valori,Basilicata,2020,2019,36,0
Italia Viva,Basilicata,2020,2019,463,0
Lega Nord per l'Indipendenza della Padania,Basilicata,2020,2019,13,0
Lega per Salvini Premier,Basilicata,2020,2019,351,0
Movimento Associativo Italiani all'Estero,Basilicata,2020,2019,22,0
Movimento La Puglia in piu',Basilicata,2020,2019,43,0
Movimento politico Forza Italia,Basilicata,2020,2019,176,0
Partito Autonomista Trentino Tirolese,Basilicata,2020,2019,,1
Partito della Rifondazione Comunista - Sinistra Europea,Basilicata,2020,2019,294,0
Partito Democratico,Basilicata,2020,2019,2794,0
Partito Socialista Italiano,Basilicata,2020,2019,207,0
Piu' Europa,Basilicata,2020,2019,129,0
Possibile,Basilicata,2020,2019,79,0
Radicali Italiani,Basilicata,2020,2019,107,0
Sinistra Italiana,Basilicata,2020,2019,235,0
Sudtiroler Volkspartei,Basilicata,2020,2019,,1
UDC - Unione di Centro,Basilicata,2020,2019,,1
Union Valdotaine,Basilicata,2020,2019,,1
Unione per il Trentino,Basilicata,2020,2019,,1
Unione Sudamericana Emigrati Italiani,Basilicata,2020,2019,45,0
Articolo 1- Movimento Democratico e Progressista,Calabria,2020,2019,764,0
Azione (gia' Siamo Europei),Calabria,2020,2019,207,0
Centro Democratico,Calabria,2020,2019,415,0
Democrazia Solidale - Demo.S,Calabria,2020,2019,39,0
Federazione dei Verdi,Calabria,2020,2019,565,0
